Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.pose.position.x,pose.pose.position.y,pose.pose.position.z,pose.pose.orientation.x,pose.pose.orientation.y,pose.pose.orientation.z,pose.pose.orientation.w,pose.covariance
1745255557.0668316,0,1403636584,463555574,,0.4788778996394454,0.17182464604914943,-0.3356200991628162,0.03726037862582218,0.8340848546748246,0.032019988813840085,-0.5494441188174632,"(0.004086273413361062, -0.01125250548323247, 1.6586155742000798e-05, 0.016855771745160238, 0.00022737766637529868, -0.007230942344562779, -0.01125250548323247, 0.03832174784132687, 3.6457380193986705e-06, -0.056408387606509604, -0.000765487535223205, 0.02419403188333013, 1.6586155742000798e-05, 3.6457380193986705e-06, 0.0006555177135376929, -4.0068586267219894e-07, 6.414264529973798e-06, 2.7362036917172464e-06, 0.016855771745160238, -0.056408387606509604, -4.0068586267219894e-07, 0.0844566892528925, 0.0011459394604921408, -0.036223648849763423, 0.00022737766637529868, -0.000765487535223205, 6.414264529973798e-06, 0.001145939460492141, 2.1192073971205022e-05, -0.0004912434435386432, -0.007230942344562779, 0.02419403188333013, 2.7362036917172464e-06, -0.036223648849763423, -0.0004912434435386432, 0.015543007359031533)"
1745255557.120553,1,1403636584,513555527,,0.48903391243144123,0.17327843921582617,-0.2952246225827884,0.03729677771204793,0.831341417836149,0.03418346472886493,-0.5534545040937063,"(0.004226411674248467, -0.011740332277253136, 1.7427931685428637e-05, 0.017253702766088883, 0.00028923131055157966, -0.007199865205040635, -0.011740332277253136, 0.04010358801885887, 4.8790659240148155e-06, -0.057964092022393936, -0.000976688462112383, 0.024185379795786784, 1.7427931685428637e-05, 4.8790659240148155e-06, 0.0006628028330995571, -6.505653330457084e-07, 6.547526396154148e-06, 2.6730055531445964e-06, 0.017253702766088883, -0.057964092022393936, -6.505653330457084e-07, 0.0851596646345095, 0.0014350863472739129, -0.03553145883482408, 0.00028923131055157966, -0.000976688462112383, 6.547526396154148e-06, 0.0014350863472739129, 2.9853640203819513e-05, -0.0005985702785528749, -0.007199865205040635, 0.024185379795786784, 2.6730055531445964e-06, -0.03553145883482407, -0.0005985702785528749, 0.014831353808851939)"
1745255557.1770866,2,1403636584,563555479,,0.5025584537038904,0.17676454273418588,-0.2555652499638427,0.03856180199568501,0.8274366190260418,0.03535477462534052,-0.5591168650942216,"(0.0043327301634924304, -0.012170667360016155, 1.7152214897136074e-05, 0.017584519965502306, 0.00028941032178908646, -0.0070546589118830084, -0.012170667360016155, 0.04192891966287143, 5.639971473196209e-06, -0.05962279051809349, -0.0009881978592244068, 0.023917780538910225, 1.7152214897136074e-05, 5.639971473196209e-06, 0.0006707286941117282, -8.073277073273346e-07, 6.830418404831394e-06, 2.672785685577069e-06, 0.017584519965502306, -0.05962279051809349, -8.073277073273346e-07, 0.08612674315130575, 0.001427817679983609, -0.03454833113167209, 0.00028941032178908646, -0.0009881978592244068, 6.830418404831394e-06, 0.001427817679983609, 2.9413665443899e-05, -0.0005725620145209725, -0.0070546589118830084, 0.023917780538910225, 2.672785685577069e-06, -0.03454833113167209, -0.0005725620145209724, 0.013864815096547705)"
1745255557.2209466,3,1403636584,613555431,,0.5079183544403936,0.17887978489703818,-0.21035019978827188,0.04045634734859752,0.822692382031439,0.03732798794019142,-0.5658154732975967,"(0.004454215402558671, -0.012641076088033656, 1.794819576462451e-05, 0.017971185092017346, 0.0002984369813850846, -0.006867638203636484, -0.012641076088033656, 0.043832194375806516, 6.846235495744924e-06, -0.06137424593479451, -0.0010268802841365986, 0.023453060054047965, 1.794819576462451e-05, 6.846235495744924e-06, 0.0006781721842942345, -1.038821610647617e-06, 6.927526785454318e-06, 2.620006028778501e-06, 0.017971185092017346, -0.06137424593479451, -1.038821610647617e-06, 0.08724592976112337, 0.0014604290614600392, -0.03333767417796262, 0.0002984369813850846, -0.0010268802841365986, 6.927526785454318e-06, 0.0014604290614600392, 3.0215593180023748e-05, -0.0005579014474972234, -0.006867638203636484, 0.023453060054047965, 2.620006028778501e-06, -0.03333767417796263, -0.0005579014474972234, 0.01274491561675797)"
1745255557.2696617,4,1403636584,663555384,,0.517090531651442,0.18182434579744805,-0.16911912738814447,0.04333102538819819,0.816746650312477,0.04007045795950053,-0.5739701123238665,"(0.004560538763956592, -0.013089817832118456, 1.8101161689238894e-05, 0.01833830626124913, 0.00030334882103686404, -0.006584978022522996, -0.013089817832118456, 0.04579147232524567, 7.443106095523199e-06, -0.06322157804585608, -0.0010548901571649305, 0.022700795952033108, 1.8101161689238894e-05, 7.443106095523199e-06, 0.0006862184985456634, -1.1573425168551937e-06, 7.117678565025999e-06, 2.6720979994924957e-06, 0.01833830626124913, -0.06322157804585608, -1.1573425168551937e-06, 0.08856694123552676, 0.0014785885058302608, -0.03179980337174247, 0.00030334882103686404, -0.0010548901571649305, 7.117678565025999e-06, 0.0014785885058302606, 3.0501557103241578e-05, -0.0005307390594154498, -0.006584978022522996, 0.022700795952033108, 2.6720979994924957e-06, -0.03179980337174247, -0.0005307390594154498, 0.011423800719747496)"
1745255557.3272672,5,1403636584,713555574,,0.5230726750833962,0.1845106498648735,-0.12766652654016522,0.04507610389156546,0.810600089135709,0.04294841632417479,-0.5822809235123395,"(0.004664394336128212, -0.013556939510877195, 1.8853858331042805e-05, 0.018698399616363628, 0.00033491032124015194, -0.006277466573972489, -0.013556939510877195, 0.04790299064637363, 7.900349262610802e-06, -0.06514920660893493, -0.0011768213994962006, 0.02187091826155056, 1.8853858331042805e-05, 7.900349262610802e-06, 0.0006941868467115067, -1.2753979122184906e-06, 7.226045530351253e-06, 2.7296798791895747e-06, 0.018698399616363628, -0.06514920660893493, -1.2753979122184906e-06, 0.08985474583313223, 0.001623948451301471, -0.030163139432991242, 0.00033491032124015194, -0.0011768213994962006, 7.226045530351253e-06, 0.001623948451301471, 3.5191690006681345e-05, -0.0005449962421627459, -0.006277466573972489, 0.02187091826155056, 2.7296798791895747e-06, -0.03016313943299124, -0.0005449962421627459, 0.010131476998686443)"
1745255557.3640451,6,1403636584,763555527,,0.5273435496765864,0.18687205468834905,-0.0873881946082508,0.047483962833259924,0.8049988746711658,0.046076943047303066,-0.5895752711666442,"(0.004753552742907444, -0.014018732307797719, 2.0310669679675643e-05, 0.01900473539451276, 0.0003594515054158337, -0.005990213557608291, -0.014018732307797719, 0.05015696415552978, 8.297431740659674e-06, -0.06708511306417453, -0.0012789876320525883, 0.021143715309034822, 2.0310669679675643e-05, 8.297431740659674e-06, 0.0007019068993920783, -1.3615887429110378e-06, 7.233507537923497e-06, 2.7840108413099575e-06, 0.01900473539451276, -0.06708511306417453, -1.3615887429110378e-06, 0.09094344896289824, 0.0017347343496102287, -0.028661911510817463, 0.0003594515054158337, -0.0012789876320525883, 7.233507537923497e-06, 0.001734734349610229, 3.893200620891549e-05, -0.0005465801919002104, -0.005990213557608291, 0.021143715309034822, 2.7840108413099575e-06, -0.028661911510817463, -0.0005465801919002104, 0.009039185230067526)"
1745255557.4135585,7,1403636584,813555479,,0.5310232513025859,0.18964889437062432,-0.04811571122592434,0.04837230401648375,0.8004666739437404,0.04758970974247133,-0.595523671768142,"(0.004844053721915246, -0.014488407238257313, 2.265954328278657e-05, 0.019291907446051214, 0.00037107886368920344, -0.0057631251282077404, -0.014488407238257313, 0.052447138238218, 8.521763617891845e-06, -0.0689338967659331, -0.0013356158916801478, 0.020591516172863134, 2.265954328278657e-05, 8.521763617891845e-06, 0.0007092541820635782, -1.4239782402170548e-06, 7.143617640666348e-06, 2.803984299368892e-06, 0.019291907446051214, -0.0689338967659331, -1.4239782402170548e-06, 0.09178602315141518, 0.0017792663437341965, -0.02741651286605728, 0.00037107886368920344, -0.0013356158916801478, 7.143617640666348e-06, 0.0017792663437341963, 4.0313303416481886e-05, -0.0005313289393173567, -0.0057631251282077404, 0.020591516172863134, 2.803984299368892e-06, -0.027416512866057275, -0.0005313289393173567, 0.008195342910920207)"
1745255557.5185938,8,1403636584,863555431,,0.5335433796081679,0.1914099313254253,-0.012595078688071507,0.05061558810110355,0.7968001681837301,0.04728734883308916,-0.6002594946053722,"(0.004907157510745486, -0.014920467111232705, 2.5927624861206646e-05, 0.019496136492638125, 0.0002932963215140104, -0.005575237314952601, -0.014920467111232705, 0.054822958472945944, 8.51541755913175e-06, -0.07074226956803409, -0.0010728592859899147, 0.020228509134051685, 2.5927624861206646e-05, 8.51541755913175e-06, 0.0007160444723656362, -1.4334133401280445e-06, 6.966191910496663e-06, 2.776147601078705e-06, 0.019496136492638125, -0.07074226956803409, -1.4334133401280445e-06, 0.09243159433510448, 0.0014026643196923818, -0.026429396376099614, 0.0002932963215140104, -0.0010728592859899147, 6.966191910496663e-06, 0.0014026643196923818, 2.707079797077626e-05, -0.0004009287321485828, -0.005575237314952601, 0.020228509134051685, 2.776147601078705e-06, -0.026429396376099614, -0.00040092873214858275, 0.007563096899455713)"
1745255557.542193,9,1403636584,913555384,,0.5366574513466956,0.1924474228989306,0.017633111045876965,0.05149815932778967,0.7944597922516552,0.046183473321828816,-0.6033644544330055,"(0.004961810786050239, -0.015335323554785252, 2.9669918774895682e-05, 0.019654605136414125, 0.00022697474584584235, -0.00546006868278539, -0.015335323554785252, 0.057211963514099504, 8.342540369464678e-06, -0.07244029944387899, -0.0008440334935426041, 0.020122475899453002, 2.9669918774895682e-05, 8.342540369464678e-06, 0.000722367986435306, -1.4343784756642228e-06, 6.740263822972528e-06, 2.7323576408642798e-06, 0.019654605136414125, -0.07244029944387899, -1.4343784756642228e-06, 0.09283467638354417, 0.0010824914459451793, -0.025786690676271356, 0.00022697474584584235, -0.0008440334935426041, 6.740263822972528e-06, 0.0010824914459451793, 1.837294910919002e-05, -0.0003005401489422591, -0.00546006868278539, 0.020122475899453002, 2.7323576408642798e-06, -0.02578669067627136, -0.0003005401489422591, 0.007168798707403086)"
